,voltage,shift
0,1.68,100.0
1,1.92,-25.0
2,-4.48,15.0
3,-4.63,-3.0
4,2.13,0.0
5,2.28,
6,0.36,
7,3.7,
8,3.34,
9,-2.88,
10,-2.73,
11,4.03,
12,3.88,
13,-0.24,
14,1.89,
15,0.64,
