,voltage,shift
0,2.47,52.0
1,2.47,-3.0
2,-3.83,-12.0
3,-3.83,-29.0
4,2.73,-1.0
5,2.73,
6,0.0,
7,2.89,
8,2.89,
9,-3.23,
10,-3.23,
11,3.33,
12,3.33,
13,0.0,
14,3.52,
15,2.81,
