,voltage,shift
0,2.2,47.0
1,2.0,-20.0
2,-4.1,6.0
3,-4.2,28.0
4,2.45,0.0
5,2.75,
6,0.8,
7,3.25,
8,3.05,
9,-2.9,
10,-3.0,
11,3.35,
12,3.65,
13,0.8,
14,3.24,
15,2.64,
