,voltage,shift
0,2.63,-56.0
1,2.63,-4.0
2,-5.03,6.0
3,-5.03,-21.0
4,1.97,0.0
5,1.97,
6,0.0,
7,3.65,
8,3.65,
9,-3.83,
10,-3.83,
11,3.17,
12,3.17,
13,0.0,
14,3.56,
15,2.61,
