,voltage,shift
0,2.13,-50.0
1,2.13,10.0
2,-4.13,-6.0
3,-4.13,29.0
4,2.47,0.0
5,2.47,
6,0.0,
7,3.15,
8,3.15,
9,-2.93,
10,-2.93,
11,3.67,
12,3.67,
13,0.0,
14,3.48,
15,2.69,
