,voltage,shift
0,4.86,70.0
1,5.1,10.0
2,-2.78,8.0
3,-3.37,1.0
4,4.85,27.0
5,5.02,
6,0.0,
7,2.12,
8,1.76,
9,-3.56,
10,-3.85,
11,2.01,
12,1.88,
13,0.0,
14,1.24,
15,3.25,
