,voltage,shift
0,1.78,-35.0
1,1.78,2.0
2,-4.62,2.0
3,-4.62,0.0
4,2.02,0.0
5,2.02,
6,0.0,
7,3.6,
8,3.6,
9,-2.62,
10,-2.62,
11,4.02,
12,4.02,
13,0.0,
14,4.4,
15,2.97,
