,voltage,shift
0,2.42,0.0
1,2.42,0.0
2,-4.35,0.0
3,-4.35,0.0
4,2.66,0.0
5,2.66,
6,0.0,
7,3.44,
8,3.44,
9,-2.65,
10,-2.65,
11,3.86,
12,3.86,
13,0.0,
14,2.55,
15,1.3,
