,voltage,shift
0,3.92,30.0
1,4.16,-9.0
2,-3.26,-7.0
3,-3.81,0.0
4,3.97,0.0
5,4.12,
6,0.0,
7,2.02,
8,1.66,
9,-3.62,
10,-3.87,
11,1.95,
12,1.8,
13,0.0,
14,1.11,
15,2.62,
