,voltage,shift
0,2.19,49.0
1,2.19,-17.0
2,-4.31,6.0
3,-4.31,29.0
4,2.41,-1.0
5,2.41,
6,0.0,
7,3.21,
8,3.21,
9,-3.11,
10,-3.11,
11,3.61,
12,3.61,
13,0.0,
14,3.72,
15,2.53,
