,voltage,shift
0,3.87,0
1,4.11,0
2,-2.31,0
3,-2.86,0
4,4.12,0
5,4.27,
6,0,
7,1.87,
8,1.51,
9,-2.77,
10,-3.02,
11,2,
12,1.85,
13,0,
14,3.19,
15,5.02,
