,voltage,shift
0,2.42,52.0
1,2.42,-2.0
2,-3.88,-13.0
3,-3.88,-29.0
4,2.68,-1.0
5,2.68,
6,0.0,
7,2.94,
8,2.94,
9,-3.18,
10,-3.18,
11,3.38,
12,3.38,
13,0.0,
14,3.56,
15,2.77,
