,voltage,shift
0,2.25,-43.0
1,2.3,25.0
2,-4.4,6.0
3,-4.4,28.0
4,2.75,0.0
5,2.75,
6,-0.1,
7,3.35,
8,3.35,
9,-3.2,
10,-3.2,
11,3.65,
12,3.65,
13,1.1,
14,2.8,
15,2.69,
