,voltage,shift
0,2.02,-93.0
1,2.26,-57.0
2,-4.31,15.0
3,-4.46,0.0
4,2.47,2.0
5,2.62,
6,0.0,
7,3.44,
8,3.08,
9,-3.01,
10,-2.86,
11,3.77,
12,3.62,
13,0.0,
14,1.62,
15,1.51,
