,voltage,shift
0,3.87,0.0
1,4.11,5.0
2,-2.31,0.0
3,-2.86,0.0
4,4.12,0.0
5,4.27,
6,0.0,
7,1.87,
8,1.51,
9,-2.77,
10,-3.02,
11,2.0,
12,1.85,
13,0.0,
14,3.39,
15,4.82,
