,voltage,shift
0,3.31,44.0
1,2.3,-31.0
2,-4.4,-6.0
3,-4.4,-28.0
4,2.75,0.0
5,2.75,
6,0.21,
7,2.59,
8,3.35,
9,-3.2,
10,-3.2,
11,3.65,
12,3.65,
13,-0.26,
14,2.62,
15,2.87,
