,voltage,shift
0,3.84,9.0
1,4.08,17.0
2,-3.3,1.0
3,-3.85,0.0
4,3.89,2.0
5,4.04,
6,0.0,
7,2.26,
8,1.9,
9,-3.5,
10,-3.75,
11,2.19,
12,2.06,
13,0.0,
14,1.36,
15,2.75,
