,voltage,shift
0,3.9,9.0
1,4.14,17.0
2,-3.27,-4.0
3,-3.82,0.0
4,3.95,2.0
5,4.1,
6,0.0,
7,2.2,
8,1.84,
9,-3.53,
10,-3.78,
11,2.13,
12,2.0,
13,0.0,
14,1.36,
15,2.75,
