,voltage,shift
0,2.52,-50.0
1,2.52,7.0
2,-3.92,12.0
3,-3.92,28.0
4,2.68,1.0
5,2.68,
6,0.0,
7,2.94,
8,2.94,
9,-3.32,
10,-3.32,
11,3.28,
12,3.28,
13,0.0,
14,3.28,
15,2.89,
