,voltage,shift
0,1.93,51.0
1,1.93,-18.0
2,-3.77,6.0
3,-3.77,-33.0
4,2.67,0.0
5,2.67,
6,0.0,
7,2.95,
8,2.95,
9,-2.57,
10,-2.57,
11,3.87,
12,3.87,
13,0.0,
14,3.68,
15,2.53,
