,voltage,shift
0,3.74,5.0
1,3.98,5.0
2,-3.35,3.0
3,-3.9,0.0
4,3.79,-5.0
5,3.94,
6,0.0,
7,2.0,
8,1.64,
9,-3.63,
10,-3.88,
11,1.93,
12,1.8,
13,0.0,
14,1.12,
15,2.71,
