,voltage,shift
0,2.52,51.0
1,2.52,-7.0
2,-3.64,-10.0
3,-3.64,-30.0
4,2.88,-1.0
5,2.88,
6,0.0,
7,2.74,
8,2.74,
9,-3.24,
10,-3.24,
11,3.28,
12,3.28,
13,0.0,
14,3.32,
15,2.93,
