,voltage,shift
0,4.0,-30.0
1,4.24,-29.0
2,-3.22,11.0
3,-3.77,0.0
4,4.05,-4.0
5,4.2,
6,0.0,
7,2.02,
8,1.66,
9,-3.62,
10,-3.87,
11,1.95,
12,1.82,
13,0.0,
14,1.03,
15,2.66,
