,voltage,shift
0,2.18,50.0
1,2.18,-19.0
2,-4.22,6.0
3,-4.22,28.0
4,2.42,0.0
5,2.42,
6,0.0,
7,3.2,
8,3.2,
9,-3.02,
10,-3.02,
11,3.62,
12,3.62,
13,0.0,
14,3.6,
15,2.57,
