,voltage,shift
0,2.84,79.0
1,3.08,-5.0
2,-4.32,-2.0
3,-4.87,9.0
4,4.55,0.0
5,4.7,
6,0.0,
7,1.44,
8,1.08,
9,-4.18,
10,-4.43,
11,3.03,
12,2.88,
13,0.0,
14,2.59,
15,3.62,
