,voltage,shift
0,2.98,95.0
1,3.22,5.0
2,-2.56,1.0
3,-3.11,10.0
4,4.51,-26.0
5,4.66,
6,0.0,
7,1.48,
8,1.12,
9,-2.52,
10,-2.77,
11,2.89,
12,2.74,
13,0.0,
14,3.39,
15,4.42,
