,voltage,shift
0,3.37,4.0
1,3.61,-12.0
2,-1.41,0.0
3,-1.96,-10.0
4,4.62,0.0
5,4.77,
6,0.0,
7,1.37,
8,1.01,
9,-1.87,
10,-2.12,
11,2.5,
12,2.35,
13,0.0,
14,3.27,
15,5.26,
